Unnamed: 0,hour,day_of_week,is_weekend,is_holiday,temperature,precipitation,wind_speed,congestion
928,8.0,0.0,0,0,29.6,0.2,4.58,72.64
929,20.0,4.0,0,1,22.57,8.06,1.93,29.29
930,20.0,4.0,0,1,22.32,7.85,1.98,28.06
931,18.0,2.0,0,0,28.08,0.05,2.95,78.66
932,14.0,5.0,1,0,31.81,0.07,6.01,37.12
933,18.0,2.0,0,0,28.35,0.02,3.03,76.62
934,20.0,4.0,0,1,22.35,7.98,2.04,30.28
935,18.0,2.0,0,0,28.3,0.16,2.95,78.68
936,18.0,2.0,0,0,27.88,0.18,3.06,79.29
937,8.0,0.0,0,0,29.56,0.28,4.38,72.36
938,8.0,0.0,0,0,29.47,0.0,4.43,71.45
939,14.0,5.0,1,0,32.09,0.07,5.98,35.26
940,18.0,2.0,0,0,28.0,0.0,3.06,79.03
941,8.0,0.0,0,0,29.62,0.0,4.47,72.49
942,8.0,0.0,0,0,29.89,0.11,4.56,71.65
943,8.0,0.0,0,0,29.59,0.15,4.54,72.11
944,14.0,5.0,1,0,32.32,0.03,6.04,34.31
945,20.0,4.0,0,1,22.39,7.86,2.06,28.9
946,14.0,5.0,1,0,31.95,0.19,6.09,35.08
947,8.0,0.0,0,0,29.13,0.0,4.58,72.11
948,14.0,5.0,1,0,32.07,0.21,6.01,34.51
949,20.0,4.0,0,1,22.49,7.87,1.96,27.98
950,8.0,0.0,0,0,29.62,0.0,4.55,73.19
951,18.0,2.0,0,0,28.27,0.0,3.02,78.38
952,8.0,0.0,0,0,29.61,0.0,4.51,72.4
953,9.0,6.0,1,0,24.03,3.09,4.92,43.26
954,20.0,4.0,0,1,21.99,8.03,2.01,28.17
955,14.0,5.0,1,0,31.8,0.31,6.05,32.6
956,18.0,2.0,0,0,27.78,0.0,2.9,80.65
957,18.0,2.0,0,0,28.44,0.0,2.97,79.89
958,8.0,0.0,0,0,29.63,0.19,4.53,73.39
959,18.0,2.0,0,0,28.22,0.21,3.12,79.17
960,14.0,5.0,1,0,32.42,0.0,6.05,34.19
961,8.0,0.0,0,0,29.45,0.0,4.43,73.11
962,20.0,4.0,0,1,22.24,7.85,1.95,29.23
963,18.0,2.0,0,0,27.87,0.15,2.88,79.37
964,20.0,4.0,0,1,22.37,8.07,1.89,28.65
965,18.0,2.0,0,0,28.13,0.0,3.05,80.32
966,20.0,4.0,0,1,22.22,8.17,2.01,29.83
967,20.0,4.0,0,1,22.3,8.17,2.01,28.32
968,8.0,0.0,0,0,29.16,0.11,4.53,72.32
969,8.0,0.0,0,0,29.29,0.0,4.36,71.61
970,9.0,6.0,1,0,23.82,3.06,5.04,41.33
971,20.0,4.0,0,1,22.36,7.8,1.97,27.58
972,20.0,4.0,0,1,22.07,8.2,2.02,30.26
973,9.0,6.0,1,0,24.04,3.21,5.05,41.5
974,14.0,5.0,1,0,32.05,0.0,5.94,31.68
975,18.0,2.0,0,0,27.97,0.0,3.04,77.97
976,8.0,0.0,0,0,29.35,0.15,4.48,71.78
977,8.0,0.0,0,0,29.84,0.0,4.32,74.41
978,9.0,6.0,1,0,24.13,3.21,5.05,41.3
979,20.0,4.0,0,1,22.33,7.93,2.15,29.0
980,18.0,2.0,0,0,27.99,0.0,3.15,79.25
981,8.0,0.0,0,0,29.42,0.07,4.54,73.28
982,14.0,5.0,1,0,32.04,0.21,5.99,33.43
983,20.0,4.0,0,1,22.28,7.87,2.05,29.27
984,14.0,5.0,1,0,32.0,0.0,6.06,33.23
985,8.0,0.0,0,0,29.43,0.13,4.46,71.61
986,18.0,2.0,0,0,28.18,0.26,3.08,78.37
987,20.0,4.0,0,1,22.35,8.07,2.09,27.76
988,8.0,0.0,0,0,29.66,0.05,4.64,73.62
989,18.0,2.0,0,0,28.16,0.08,3.0,78.51
990,18.0,2.0,0,0,28.21,0.0,3.05,77.79
991,18.0,2.0,0,0,28.25,0.19,3.08,78.36
992,9.0,6.0,1,0,23.91,2.98,5.03,42.15
993,14.0,5.0,1,0,32.12,0.04,5.99,33.88
994,9.0,6.0,1,0,24.08,3.07,4.99,40.05
995,14.0,5.0,1,0,32.34,0.0,5.98,33.53
996,8.0,0.0,0,0,29.49,0.18,4.42,72.02
997,20.0,4.0,0,1,22.49,8.03,2.01,28.59
998,9.0,6.0,1,0,23.9,3.25,5.18,42.25
999,9.0,6.0,1,0,24.22,3.17,4.93,40.7
